,price,neighbourhood_cleansed,latitude,longitude,room_type,bedrooms,bathrooms_number,accommodates,host_is_superhost,host_listings_count,host_response_rate,review_scores_rating,review_scores_cleanliness,number_of_reviews,reviews_per_month,minimum_nights,availability_365,instant_bookable,Shared_bath_status,host_tenure_years,amenities_count,region_geo,region_median_price,above_local_median
11541,61.0,Brunnenstr. Süd,52.53670589999999,13.3968473,Private room,1.0,1.0,2,False,6.0,100%,4.8,5.0,15,1.17,2,20,True,True,6.0,10.0,Brunnenstraße Süd,145.5,False
11542,120.0,Tempelhof,52.48236,13.38059,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.83,4.33,6,0.41,2,266,False,False,11.0,9.0,Tempelhof Nord,101.5,True
11543,72.0,Brunnenstr. Süd,52.53670589999999,13.3968473,Private room,1.0,1.0,2,False,6.0,100%,5.0,5.0,6,0.41,2,15,True,True,6.0,9.0,Brunnenstraße Süd,145.5,False
11544,82.0,Brunnenstr. Süd,52.53670589999999,13.3968473,Private room,2.0,1.0,4,False,6.0,100%,4.81,4.95,37,2.59,2,35,True,True,6.0,26.0,Brunnenstraße Süd,145.5,False
11545,61.0,Karl-Marx-Allee-Nord,52.51974526276346,13.451697938098146,Private room,1.0,1.0,2,False,1.0,100%,4.84,4.84,45,3.29,1,290,False,True,2.0,7.0,Karl-Marx-Allee Nord,102.0,False
11546,56.0,Marzahn-Mitte,52.5601829511199,13.55735900434198,Private room,1.0,0.5,2,False,2.0,100%,5.0,5.0,3,0.24,1,269,False,True,2.0,9.0,Marzahn Mitte,53.0,True
11547,81.0,Schloßstr.,52.454984288296814,13.321817857504692,Entire home/apt,1.0,1.0,2,True,2.0,100%,4.95,4.92,37,2.53,2,130,False,False,8.0,13.0,Schloßstraße,95.0,False
11548,56.0,Karl-Marx-Allee-Süd,52.512829,13.4270644,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,365,True,False,1.0,6.0,Karl-Marx-Allee Süd,100.0,False
11549,99.0,Baumschulenweg,52.46374307041642,13.487099271931458,Entire home/apt,0.0,1.0,2,False,1.0,100%,4.92,5.0,12,0.83,3,202,False,False,8.0,21.0,Baumschulenweg,82.5,True
11550,272.0,Neu Lichtenberg,52.50194704763061,13.492446753711784,Entire home/apt,2.0,1.0,7,False,4.0,100%,2.33,3.67,3,0.21,2,365,False,False,2.0,35.0,Neu-Lichtenberg,101.0,True
11551,33.0,Ostpreußendamm,52.43660164488016,13.322661864014538,Private room,1.0,1.5,1,False,4.0,100%,5.0,5.0,1,0.55,92,279,False,True,8.0,15.0,Ostpreußendamm,51.0,False
11552,44.0,Alexanderplatz,52.509448119599305,13.422489552392584,Entire home/apt,1.0,1.0,2,False,172.0,90%,3.0,2.0,1,0.55,92,206,False,False,5.0,23.0,Alexanderplatz,142.0,False
11553,,Helmholtzplatz,52.54033227603519,13.419932558704676,Entire home/apt,1.0,1.0,3,True,1.0,100%,4.73,4.8,15,1.21,3,5,False,False,9.0,33.0,Helmholtzplatz,119.0,False
11554,124.0,Teltower Damm,52.412988037806834,13.251313237815792,Entire home/apt,2.0,1.0,4,False,9.0,100%,,,0,,93,40,False,False,8.0,8.0,Teltower Damm,85.0,True
11555,80.0,Kantstraße,52.50636203165067,13.322143890461405,Entire home/apt,1.0,1.0,4,False,1.0,,,,0,,92,269,False,False,9.0,8.0,Altstadt Köpenick,100.0,False
11556,93.0,Köllnische Heide,52.47054360730874,13.453683638881158,Entire home/apt,2.0,1.0,6,False,9.0,100%,4.68,4.71,38,2.67,1,18,False,False,11.0,28.0,Köllnische Heide,93.0,False
11557,33.0,Karl-Marx-Allee-Nord,52.5166,13.44989,Private room,1.0,1.0,1,False,1.0,100%,5.0,5.0,1,0.11,92,112,True,True,3.0,32.0,Karl-Marx-Allee Nord,102.0,False
11558,126.0,Kaulsdorf,52.48495900605367,13.579560220241548,Entire home/apt,2.0,1.0,4,False,1.0,100%,4.96,4.82,23,1.81,2,68,False,False,1.0,32.0,Kaulsdorf,85.0,True
11559,,Schillerpromenade,52.473325119975925,13.425115272402763,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.75,4.63,8,0.57,3,0,False,False,6.0,30.0,Schillerpromenade,98.5,False
11560,284.0,Brunnenstr. Süd,52.5325515,13.388407,Entire home/apt,1.0,1.0,3,True,30.0,100%,,,0,,2,265,True,False,1.0,48.0,Brunnenstraße Süd,145.5,True
11561,265.0,Neu Lichtenberg,52.50181,13.4919,Entire home/apt,2.0,1.0,7,False,3.0,0%,1.0,1.0,1,0.08,1,365,False,False,2.0,5.0,Neu-Lichtenberg,101.0,True
11562,135.0,Karl-Marx-Allee-Nord,52.52958126909533,13.443232110436057,Entire home/apt,1.0,1.0,2,False,1.0,60%,5.0,5.0,10,0.71,6,297,False,False,9.0,35.0,Karl-Marx-Allee Nord,102.0,True
11563,90.0,Albrechtstr.,52.45121,13.32602,Entire home/apt,1.0,2.0,2,False,1.0,80%,4.88,4.65,26,1.86,4,54,False,False,11.0,29.0,Albrechtstraße,86.0,True
11564,148.0,Kantstraße,52.50590219999999,13.3119574,Entire home/apt,1.0,1.0,2,True,5.0,87%,4.6,4.6,5,0.39,1,139,True,False,2.0,39.0,Altstadt Köpenick,100.0,True
11565,119.0,Tempelhofer Vorstadt,52.4904758,13.4171432,Entire home/apt,1.0,1.0,3,False,16.0,97%,4.21,4.43,28,2.43,3,55,False,False,9.0,4.0,Tempelhofer Vorstadt,97.5,True
11566,391.0,Tiergarten Süd,52.50407449999999,13.3465833,Entire home/apt,4.0,2.0,11,False,19.0,97%,4.76,4.48,29,1.99,2,83,False,False,9.0,46.0,Tiergarten Süd,139.0,True
11567,50.0,Ostpreußendamm,52.42871239999999,13.3277044,Private room,1.0,1.0,1,False,1.0,0%,4.0,3.71,7,0.53,1,362,False,True,1.0,23.0,Ostpreußendamm,51.0,False
11568,111.0,Frankfurter Allee Süd FK,52.50049509999999,13.4527781,Entire home/apt,1.0,1.0,3,False,2.0,80%,5.0,4.0,1,0.09,92,263,False,False,2.0,48.0,Frankfurter Allee Süd FK,108.0,True
11569,56.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.57,4.46,54,3.88,1,179,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11570,59.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.59,4.31,39,2.74,1,190,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11571,62.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.6,4.36,50,3.61,1,184,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11572,62.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.64,4.3,70,4.93,1,187,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11573,62.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.65,4.49,51,3.59,1,183,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11574,59.0,Schöneberg-Nord,52.4981483,13.3456969,Private room,1.0,4.0,2,False,26.0,100%,3.88,3.71,17,2.28,1,188,False,True,10.0,35.0,Schöneberg Nordost,85.0,False
11575,62.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.4,3.94,48,3.39,1,188,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11576,59.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.83,4.53,47,3.37,1,162,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11577,61.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.52,4.33,52,3.68,1,180,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11578,62.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.42,4.15,33,2.4,1,185,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11579,62.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.59,4.15,27,1.94,1,188,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11580,62.0,Schöneberg-Nord,52.49815,13.3457,Private room,1.0,4.0,2,False,26.0,100%,4.72,4.47,53,3.83,1,168,True,True,10.0,35.0,Schöneberg Nordost,85.0,False
11581,77.0,Tempelhofer Vorstadt,52.49265579999999,13.4155938,Private room,1.0,1.0,2,True,1.0,100%,4.97,4.95,37,2.61,3,138,False,False,7.0,21.0,Tempelhofer Vorstadt,97.5,False
11582,114.0,Frankfurter Allee Nord,52.51935622256419,13.466511464127464,Entire home/apt,2.0,1.0,3,False,1.0,,,,0,,92,270,False,False,7.0,4.0,Frankfurter Allee Nord,104.5,True
11583,82.0,Reuterstraße,52.49253,13.42676,Private room,1.0,1.0,2,True,1.0,100%,5.0,4.86,22,1.58,5,154,False,False,15.0,29.0,Reuterstraße,90.0,False
11584,970.0,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3779,13.64445,Entire home/apt,2.0,1.0,6,False,2.0,25%,,,0,,7,363,False,False,8.0,42.0,Schmöckwitz,122.0,True
11585,87.0,Köllnische Heide,52.470520640578286,13.452730041309431,Entire home/apt,1.0,1.0,2,False,1.0,50%,5.0,4.8,5,0.81,3,14,False,False,4.0,31.0,Köllnische Heide,93.0,False
11586,108.0,Otto-Suhr-Allee,52.52316,13.32414,Entire home/apt,1.0,1.0,2,False,3.0,100%,4.76,4.78,54,3.81,1,159,False,False,3.0,27.0,Otto-Suhr-Allee/Kantstraße,104.0,True
11587,63.0,Oberschöneweide,52.4637136,13.517782,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,90,False,False,1.0,3.0,Oberschöneweide,85.0,False
11588,92.0,Kurfürstendamm,52.5031522,13.3217152,Entire home/apt,2.0,2.0,4,False,1.0,,,,0,,92,263,False,False,15.0,7.0,Altstadt Köpenick,138.0,False
11589,129.0,Friedrichshagen,52.44670439999999,13.6235383,Private room,1.0,1.0,1,False,1.0,,,,0,,1,269,False,False,3.0,9.0,Friedrichshagen,128.0,True
11590,79.0,Kurfürstendamm,52.504670157933326,13.313035737312934,Private room,1.0,1.0,2,False,1.0,,5.0,5.0,4,0.31,50,174,False,True,9.0,39.0,Altstadt Köpenick,138.0,False
11591,129.0,Britz,52.45576,13.44308,Entire home/apt,1.0,1.0,4,False,1.0,100%,4.89,5.0,18,1.48,2,176,False,False,1.0,35.0,Britz,97.0,True
11592,71.0,Halensee,52.49835,13.30245,Private room,1.0,0.0,2,False,1.0,100%,4.54,4.13,24,1.65,1,267,False,True,7.0,4.0,Halensee,84.0,False
11593,3800.0,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37719,13.64452,Entire home/apt,1.0,1.0,16,False,2.0,25%,,,0,,1,364,True,False,8.0,29.0,Schmöckwitz,122.0,True
11594,67.0,Moabit Ost,52.52252852079512,13.354940773925552,Entire home/apt,1.0,1.0,2,False,4.0,100%,,,0,,92,325,False,False,11.0,49.0,Moabit Ost,87.0,False
11595,405.0,Schöneberg-Nord,52.50289,13.34713,Entire home/apt,5.0,2.0,11,False,19.0,97%,4.56,4.62,34,2.42,2,175,False,False,9.0,46.0,Schöneberg Nordost,85.0,True
11596,52.0,Karlshorst,52.47517759999999,13.5302662,Private room,1.0,1.0,2,True,2.0,100%,4.2,4.6,5,0.34,2,241,False,False,9.0,24.0,Karlshorst,135.0,False
11597,88.0,Friedenau,52.46784,13.34063,Entire home/apt,2.0,1.0,6,False,1.0,0%,,,0,,92,365,False,False,5.0,5.0,Friedenau Ost,110.0,False
11598,93.0,Prenzlauer Berg Nordwest,52.54803,13.40271,Private room,1.0,1.0,2,True,1.0,100%,4.97,5.0,30,2.53,2,342,False,False,9.0,44.0,Prenzlauer Berg Nordwest,97.0,False
11599,207.0,Teltower Damm,52.40661,13.26077,Entire home/apt,3.0,2.0,6,False,1.0,100%,4.75,4.5,4,0.32,3,361,False,False,9.0,24.0,Teltower Damm,85.0,True
11600,,Wedding Zentrum,52.55019619999999,13.3639085,Private room,,1.0,2,False,1.0,,,,0,,1,0,False,True,1.0,8.0,Wedding Zentrum,91.0,False
11601,87.0,Wedding Zentrum,52.540386264842994,13.360792652430332,Private room,1.0,1.0,2,True,1.0,100%,5.0,4.96,24,1.69,1,322,False,False,4.0,50.0,Wedding Zentrum,91.0,False
11602,,Blankenfelde/Niederschönhausen,52.58851057547295,13.405189773395756,Entire home/apt,1.0,1.0,3,True,1.0,100%,4.78,4.5,18,1.34,2,0,False,False,13.0,46.0,Blankenfelde/Niederschönhausen,98.0,False
11603,63.0,Parkviertel,52.56183,13.33501,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,120,179,False,False,2.0,6.0,Parkviertel,72.0,False
11604,99.0,Alexanderplatz,52.5328394,13.3802598,Entire home/apt,2.0,1.0,2,False,1.0,20%,,,0,,1,352,False,False,1.0,10.0,Alexanderplatz,142.0,False
11605,,Weißensee,52.5538107,13.4301798,Entire home/apt,1.0,1.0,1,False,6.0,100%,5.0,5.0,1,0.08,150,81,False,False,14.0,34.0,Weißensee,94.5,False
11606,41.0,Mahlsdorf,52.51883062836584,13.624397471464937,Private room,1.0,0.5,2,False,2.0,100%,5.0,4.89,9,0.68,1,32,False,False,1.0,44.0,Mahlsdorf,90.0,False
11607,262.0,Barstraße,52.48974,13.31697,Entire home/apt,3.0,4.0,9,False,15.0,100%,4.67,4.67,36,2.58,1,299,False,False,7.0,52.0,Altstadt Köpenick,99.0,True
11608,35.0,Ostpreußendamm,52.43516868247836,13.32208971979856,Private room,1.0,1.0,1,False,4.0,100%,,,0,,92,240,False,True,2.0,5.0,Ostpreußendamm,51.0,False
11609,33.0,Ostpreußendamm,52.436516500788336,13.323109024117294,Private room,1.0,1.0,1,False,4.0,100%,,,0,,92,279,False,False,2.0,5.0,Ostpreußendamm,51.0,False
11610,136.0,Schillerpromenade,52.477158861417934,13.424169793725014,Entire home/apt,1.0,1.0,2,False,1.0,90%,5.0,5.0,4,0.31,1,174,False,False,6.0,33.0,Schillerpromenade,98.5,True
11611,270.0,Prenzlauer Berg Ost,52.52793787559021,13.452597708265772,Entire home/apt,2.0,1.0,7,False,4.0,100%,4.33,4.67,3,0.21,2,365,False,False,2.0,37.0,Prenzlauer Berg Ost,116.0,True
11612,575.0,Südliche Friedrichstadt,52.49983516649596,13.412466524438182,Entire home/apt,3.0,2.0,6,False,6.0,100%,4.29,4.82,17,1.27,3,351,True,False,2.0,43.0,Südliche  Friedrichstadt,125.0,True
11613,115.0,Karl-Marx-Allee-Nord,52.52498,13.42748,Entire home/apt,2.0,1.0,4,False,1.0,100%,4.67,4.21,33,2.33,2,40,False,False,12.0,36.0,Karl-Marx-Allee Nord,102.0,True
11614,214.0,Helmholtzplatz,52.5416705,13.4210762,Entire home/apt,1.0,1.0,4,True,1.0,,5.0,5.0,16,1.34,3,101,False,False,5.0,37.0,Helmholtzplatz,119.0,True
11615,135.0,Brunnenstr. Süd,52.52903,13.39479,Entire home/apt,1.0,1.0,3,False,1.0,,5.0,5.0,1,0.09,2,178,False,False,9.0,7.0,Brunnenstraße Süd,145.5,False
11616,172.0,Schmargendorf,52.4708454,13.2790413,Entire home/apt,1.0,1.0,2,False,9.0,90%,4.5,4.5,6,0.52,1,275,True,False,1.0,32.0,Schmargendorf,172.0,False
11617,172.0,Schmargendorf,52.4708454,13.2790413,Entire home/apt,2.0,1.0,4,False,9.0,90%,4.0,4.4,5,0.94,1,256,True,False,1.0,39.0,Schmargendorf,172.0,False
11618,172.0,Schmargendorf,52.4708454,13.2790413,Entire home/apt,2.0,1.0,4,False,9.0,90%,4.72,4.6,25,1.9,1,258,True,False,1.0,35.0,Schmargendorf,172.0,False
11619,172.0,Schmargendorf,52.4708454,13.2790413,Entire home/apt,1.0,1.0,2,False,9.0,90%,5.0,4.5,2,0.88,1,255,True,False,1.0,32.0,Schmargendorf,172.0,False
11620,172.0,Schmargendorf,52.4708454,13.2790413,Entire home/apt,2.0,1.0,4,False,9.0,90%,4.0,3.75,4,0.32,1,269,True,False,1.0,37.0,Schmargendorf,172.0,False
11621,,Drakestr.,52.44487,13.29316,Entire home/apt,1.0,1.0,2,False,3.0,100%,4.6,4.64,47,3.33,2,0,False,False,7.0,27.0,Drakestraße,95.0,False
11622,,Frankfurter Allee Süd FK,52.5109972,13.4570468,Entire home/apt,2.0,1.0,5,True,1.0,,5.0,4.92,13,1.08,3,0,False,False,12.0,39.0,Frankfurter Allee Süd FK,108.0,False
11623,121.0,Südliche Friedrichstadt,52.50156217260004,13.412927904593689,Entire home/apt,3.0,2.0,6,False,6.0,100%,4.22,4.5,18,1.28,5,350,True,False,2.0,42.0,Südliche  Friedrichstadt,125.0,False
11624,58.0,Alexanderplatz,52.5237938,13.4091964,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,95,269,False,False,11.0,6.0,Alexanderplatz,142.0,False
11625,45.0,Alexanderplatz,52.50957871736301,13.42259684075318,Entire home/apt,1.0,1.0,2,False,172.0,90%,5.0,4.0,1,0.16,92,358,False,False,5.0,20.0,Alexanderplatz,142.0,False
11626,44.0,Alexanderplatz,52.50947541997991,13.422575382495127,Entire home/apt,1.0,1.0,2,False,172.0,90%,,,0,,92,327,False,False,5.0,23.0,Alexanderplatz,142.0,False
11627,197.0,Brunnenstr. Süd,52.53297,13.38038,Entire home/apt,1.0,1.0,4,False,1.0,100%,5.0,4.89,9,0.65,2,32,False,False,11.0,28.0,Brunnenstraße Süd,145.5,True
11628,,Schöneberg-Nord,52.49295828047208,13.356363182606792,Private room,2.0,1.0,3,True,2.0,100%,5.0,5.0,31,2.32,3,1,False,True,12.0,26.0,Schöneberg Nordost,85.0,False
11629,123.0,Frankfurter Allee Süd FK,52.51026309048135,13.457632822404015,Entire home/apt,1.0,1.0,2,False,1.0,100%,5.0,5.0,10,0.71,4,7,False,False,12.0,23.0,Frankfurter Allee Süd FK,108.0,True
11630,62.0,Prenzlauer Berg Nordwest,52.553340812326255,13.400402035933473,Private room,1.0,1.0,2,False,1.0,100%,5.0,4.81,16,2.84,2,11,False,True,8.0,7.0,Prenzlauer Berg Nordwest,97.0,False
11631,89.0,Pankow Süd,52.55411,13.41675,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.54,4.58,24,1.79,2,46,False,False,6.0,22.0,Pankow Süd,83.0,True
11632,341.0,Südliche Friedrichstadt,52.5036013,13.3932586,Entire home/apt,2.0,2.0,4,False,1.0,,,,0,,92,365,False,False,11.0,42.0,Südliche  Friedrichstadt,125.0,True
11633,85.0,Reuterstraße,52.49291,13.42476,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.8,5.0,10,1.1,4,145,False,False,15.0,25.0,Reuterstraße,90.0,False
11634,85.0,Alexanderplatz,52.51230184392232,13.41757769466527,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.58,4.67,12,0.89,2,148,False,False,13.0,29.0,Alexanderplatz,142.0,False
11635,138.0,Südliche Friedrichstadt,52.50182,13.41273,Entire home/apt,3.0,1.0,6,False,6.0,100%,4.65,4.88,26,1.84,2,344,True,False,2.0,35.0,Südliche  Friedrichstadt,125.0,True
11636,82.0,Karl-Marx-Allee-Nord,52.5172,13.44594,Entire home/apt,1.0,1.0,2,False,1.0,70%,4.69,4.69,16,1.55,2,296,False,False,11.0,32.0,Karl-Marx-Allee Nord,102.0,False
11637,67.0,Moabit West,52.53105792443429,13.3335662876188,Entire home/apt,1.0,1.0,3,False,5.0,83%,4.0,4.53,15,1.17,1,357,True,False,2.0,29.0,Moabit West,92.0,False
11638,114.0,Karl-Marx-Allee-Süd,52.51263,13.42701,Entire home/apt,1.0,1.0,1,False,22.0,93%,4.5,4.5,2,0.19,1,51,True,False,2.0,38.0,Karl-Marx-Allee Süd,100.0,True
11639,102.0,Brunnenstr. Süd,52.53335,13.40683,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,192,365,False,False,2.0,8.0,Brunnenstraße Süd,145.5,False
11640,114.0,Pankow Süd,52.56413611596788,13.418963198405804,Entire home/apt,1.0,1.0,2,False,1.0,100%,5.0,5.0,4,0.32,3,80,False,False,7.0,30.0,Pankow Süd,83.0,True
11641,216.0,Schloß Charlottenburg,52.51405342532415,13.288999008787853,Entire home/apt,2.0,2.0,4,False,2.0,0%,,,0,,3,356,False,False,4.0,7.0,Schloss Charlottenburg,66.0,True
11642,193.0,Südliche Friedrichstadt,52.50146740151795,13.412894903143783,Entire home/apt,3.0,2.0,6,False,6.0,100%,4.5,4.77,22,1.67,2,351,True,False,2.0,38.0,Südliche  Friedrichstadt,125.0,True
11643,105.0,Prenzlauer Berg Südwest,52.53023,13.40876,Private room,1.0,1.0,2,False,1.0,70%,5.0,4.88,8,0.58,1,247,False,False,10.0,5.0,Prenzlauer Berg Südwest,144.0,False
11644,58.0,Parkviertel,52.55252,13.34704,Private room,0.0,1.0,2,True,2.0,100%,5.0,5.0,25,2.02,1,27,False,True,4.0,47.0,Parkviertel,72.0,False
11645,83.0,nördliche Luisenstadt,52.5048115,13.4153243,Private room,1.0,1.0,2,True,1.0,100%,4.95,4.98,80,6.25,1,147,False,False,10.0,38.0,Nördliche Luisenstadt,97.0,False
11646,617.0,Neuköllner Mitte/Zentrum,52.46502,13.43552,Entire home/apt,1.0,2.0,4,False,1.0,,,,0,,2,358,False,False,1.0,14.0,Neuköllner Mitte/Zentrum,93.0,True
11647,,Oberschöneweide,52.46439682714899,13.506256453692911,Private room,,1.5,2,False,1.0,,,,0,,1,0,False,False,2.0,54.0,Oberschöneweide,85.0,False
11648,,südliche Luisenstadt,52.4953903,13.4329631,Entire home/apt,2.0,1.0,4,False,319.0,60%,,,0,,92,80,True,False,4.0,26.0,Südliche Luisenstadt,101.0,False
11649,110.0,Frankfurter Allee Süd FK,52.5096359,13.4660593,Entire home/apt,0.0,1.0,2,False,319.0,60%,,,0,,92,256,True,False,4.0,27.0,Frankfurter Allee Süd FK,108.0,True
11650,91.0,Tempelhofer Vorstadt,52.4939273,13.3841199,Entire home/apt,0.0,1.0,2,False,319.0,60%,,,0,,92,133,True,False,4.0,25.0,Tempelhofer Vorstadt,97.5,False
11651,104.0,Tempelhofer Vorstadt,52.4939273,13.3841199,Entire home/apt,0.0,1.0,2,False,319.0,60%,,,0,,92,57,True,False,4.0,25.0,Tempelhofer Vorstadt,97.5,True
11652,107.0,Reuterstraße,52.49019999999999,13.4342211,Entire home/apt,1.0,1.0,2,False,319.0,60%,,,0,,92,280,True,False,4.0,26.0,Reuterstraße,90.0,True
11653,,Grunewald,52.4829848,13.2906596,Entire home/apt,1.0,1.0,2,False,319.0,60%,,,0,,92,0,True,False,4.0,27.0,Grunewald,109.5,False
11654,,Reuterstraße,52.4865223,13.4309749,Entire home/apt,2.0,1.0,3,False,319.0,60%,,,0,,92,178,True,False,4.0,27.0,Reuterstraße,90.0,False
11655,144.0,Südliche Friedrichstadt,52.5062595,13.3903512,Entire home/apt,1.0,1.0,2,False,319.0,60%,,,0,,92,42,True,False,4.0,27.0,Südliche  Friedrichstadt,125.0,True
11656,75.0,Halensee,52.49765360000001,13.30033,Entire home/apt,0.0,1.0,2,False,319.0,60%,,,0,,92,13,True,False,4.0,26.0,Halensee,84.0,False
11657,160.0,Rixdorf,52.46995750000001,13.4447925,Entire home/apt,1.0,1.0,4,False,2.0,91%,4.0,4.12,172,12.23,1,331,True,False,3.0,15.0,Rixdorf,88.5,True
11658,215.0,Rixdorf,52.46995750000001,13.4447925,Entire home/apt,1.0,1.0,5,False,2.0,91%,2.0,1.5,4,0.3,1,309,True,False,3.0,15.0,Rixdorf,88.5,True
11659,68.0,Karl-Marx-Allee-Süd,52.51332,13.43376,Entire home/apt,1.0,0.5,2,False,1.0,8%,,,0,,1,241,False,False,9.0,6.0,Karl-Marx-Allee Süd,100.0,False
11660,,Spandau Mitte,52.54247,13.20465,Entire home/apt,2.0,1.0,6,False,1.0,100%,5.0,5.0,4,0.74,2,0,False,False,10.0,29.0,Spandau Mitte,120.5,False
11661,127.0,Alexanderplatz,52.5059596,13.4207633,Entire home/apt,2.0,1.0,6,False,1.0,50%,4.38,4.92,13,0.97,3,315,False,False,1.0,16.0,Alexanderplatz,142.0,False
11662,56.0,Prenzlauer Berg Nordwest,52.5487069,13.4090506,Entire home/apt,1.0,1.0,2,True,2.0,100%,5.0,5.0,1,0.43,92,214,False,False,15.0,10.0,Prenzlauer Berg Nordwest,97.0,False
11663,96.0,Schillerpromenade,52.47045,13.42404,Private room,1.0,1.0,2,False,1.0,,,,0,,92,269,False,False,9.0,7.0,Schillerpromenade,98.5,False
11664,64.0,Tiergarten Süd,52.4995207,13.3659762,Entire home/apt,2.0,1.0,2,False,172.0,90%,,,0,,92,297,False,False,5.0,22.0,Tiergarten Süd,139.0,False
11665,117.0,Tiergarten Süd,52.4995207,13.3659762,Entire home/apt,3.0,2.0,3,False,172.0,90%,,,0,,92,176,False,False,5.0,23.0,Tiergarten Süd,139.0,False
11666,90.0,Moabit West,52.52429281291359,13.328913904240624,Private room,1.0,1.5,2,True,2.0,,,,0,,1,179,False,True,2.0,53.0,Moabit West,92.0,False
11667,200.0,Prenzlauer Berg Südwest,52.53223908391063,13.411014569975274,Private room,2.0,2.0,4,True,3.0,100%,5.0,4.67,3,0.22,2,323,False,False,4.0,14.0,Prenzlauer Berg Südwest,144.0,True
11668,332.0,Frankfurter Allee Süd FK,52.50901,13.47334,Entire home/apt,3.0,1.5,6,False,1.0,100%,5.0,5.0,7,0.56,3,60,False,False,2.0,48.0,Frankfurter Allee Süd FK,108.0,True
11669,133.0,Karl-Marx-Allee-Süd,52.50340869999999,13.4455127,Private room,1.0,0.0,1,False,6.0,95%,5.0,5.0,2,0.9,1,311,True,True,1.0,6.0,Karl-Marx-Allee Süd,100.0,True
11670,136.0,Karl-Marx-Allee-Süd,52.50340869999999,13.4455127,Private room,1.0,0.0,1,False,6.0,95%,4.0,3.0,1,1.0,1,296,True,True,1.0,6.0,Karl-Marx-Allee Süd,100.0,True
11671,142.0,Karl-Marx-Allee-Süd,52.50340869999999,13.4455127,Private room,1.0,0.0,2,False,6.0,95%,4.87,4.87,15,1.12,1,316,True,True,1.0,6.0,Karl-Marx-Allee Süd,100.0,True
11672,190.0,nördliche Luisenstadt,52.50072,13.43966,Entire home/apt,1.0,1.0,2,False,5.0,92%,4.96,4.96,24,1.71,3,251,False,False,1.0,19.0,Nördliche Luisenstadt,97.0,True
11673,145.0,Karl-Marx-Allee-Süd,52.50340869999999,13.4455127,Private room,1.0,0.0,2,False,6.0,95%,4.0,4.0,1,1.0,1,304,True,True,1.0,6.0,Karl-Marx-Allee Süd,100.0,True
11674,137.0,Friedenau,52.4662624,13.3244364,Entire home/apt,1.0,1.0,4,False,390.0,100%,4.5,3.5,2,0.15,1,364,True,False,8.0,17.0,Friedenau Ost,110.0,True
11675,128.0,Prenzlauer Berg Süd,52.52860137625228,13.424852861315903,Private room,1.0,1.0,1,False,5.0,100%,4.76,4.84,115,8.33,1,364,True,False,1.0,16.0,Prenzlauer Berg Süd,125.0,True
11676,133.0,südliche Luisenstadt,52.49243125967036,13.433217051191164,Entire home/apt,2.0,1.0,2,True,1.0,100%,5.0,4.83,12,1.03,4,25,False,False,11.0,43.0,Südliche Luisenstadt,101.0,True
11677,80.0,Frankfurter Allee Süd FK,52.51049527049296,13.467836630688463,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.95,5.0,20,1.44,2,12,False,False,9.0,12.0,Frankfurter Allee Süd FK,108.0,False
